order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit
3562,Women,Basketball,LeBron 20,11,1,5966.81,0,5966.81,31/10/2024,Retail,Delhi,1904.66
3573,Men,Basketball,Air Jordan,11,1,6830.98,0.39,4166.9,18/03/2025,Retail,Mumbai,-175.76
3574,Kids,Basketball,Air Jordan,11,0,5966.81,0.96,0,13/01/2025,Online,Bengaluru,2589
3575,Women,Running,React Infinity,11,0,5716.18,1,0,07/03/2025,Retail,Pune,3271.27
3576,Women,Lifestyle,Waffle One,7,2,3533.18,0,7066.36,17/03/2024,Retail,Bengaluru,-586.23
3577,Women,Running,Pegasus Turbo,11,0,5966.81,0,0,19/10/2024,Online,Kolkata,102.77
3579,Men,Basketball,LeBron 20,11,0,9995.55,0,0,02/03/2025,Retail,Delhi,1962.41
3581,Women,Soccer,Phantom GT,9,4,5966.81,0,23867.23,23/12/2024,Retail,Kolkata,2178.05
3596,Men,Training,Metcon 7,8,2,5966.81,0,11933.61,06/10/2025,Online,Pune,-66.97
3605,Men,Soccer,Phantom GT,7,2,8837.76,0,17675.52,01/09/2025,Online,Hyderabad,1627.87
3606,Women,Basketball,LeBron 20,11,3,3515.86,0,10547.58,14/02/2025,Retail,Pune,-511.49
3610,Kids,Lifestyle,Dunk Low,11,2,5966.81,0.64,4296.1,14/03/2025,Online,Kolkata,-336.38
3612,Women,Running,Air Zoom,11,1,4632,0,4632,22/06/2025,Online,Mumbai,2397.42
3613,Men,Lifestyle,Blazer Mid,11,4,5966.81,0,23867.23,16/08/2024,Online,Hyderabad,2136.73
3616,Kids,Lifestyle,Blazer Mid,9,1,9799.16,0,9799.16,07/01/2025,Retail,Kolkata,3969.15
3617,Men,Soccer,Premier III,9,2,4694.37,0,9388.74,20/11/2024,Online,Mumbai,2406.47
3618,Men,Soccer,Mercurial Superfly,9,3,2209.45,0,6628.35,15/06/2025,Retail,Kolkata,932.04
3619,Kids,Lifestyle,Air Force 1,9,0,8915.88,0,0,02/07/2025,Online,Kolkata,824.23
3620,Men,Running,React Infinity,11,0,8561.18,0,0,11/02/2024,Retail,Bengaluru,1538.46
3622,Women,Soccer,Premier III,8,3,2187.91,0,6563.73,22/09/2024,Online,Hyderabad,1951.56
3632,Kids,Basketball,LeBron 20,11,1,5966.81,0.56,2625.39,12/10/2024,Retail,Bengaluru,2836.11
3635,Men,Training,SuperRep Go,7,2,5966.81,0,11933.61,22/03/2025,Retail,Bengaluru,3656.45
3636,Women,Soccer,Tiempo Legend,7,2,7881.53,0,15763.06,19/12/2023,Retail,Delhi,2615.73
3637,Women,Running,Pegasus Turbo,6,2,6577.39,0,13154.78,29/05/2025,Retail,Delhi,1945.9
3640,Men,Training,Metcon 7,7,0,5219.18,0,0,28/04/2025,Online,Delhi,309.65
3646,Men,Training,Flex Trainer,11,3,5966.81,0,17900.42,21/04/2025,Online,Bengaluru,2873.66
3647,Women,Basketball,LeBron 20,7,0,3263.64,0,0,10/06/2024,Retail,Kolkata,3233.66
3649,Kids,Lifestyle,Blazer Mid,11,0,6486.51,0,0,19/10/2024,Online,Kolkata,2408.58
3652,Kids,Basketball,Air Jordan,11,0,3176.7,0,0,21/11/2023,Online,Hyderabad,3349.8
3654,Women,Training,Metcon 7,9,3,5966.81,0,17900.42,09/10/2024,Retail,Pune,2395.74
3656,Men,Lifestyle,Waffle One,9,4,5966.81,0,23867.23,06/11/2025,Retail,Pune,3421.81
3661,Kids,Training,ZoomX Invincible,11,0,9979.38,0,0,12/05/2024,Online,Delhi,2957.86
3666,Women,Running,Air Zoom,11,2,5966.81,1,0,04/07/2025,Retail,Delhi,3382.55
3668,Kids,Soccer,Premier III,11,1,5966.81,0,5966.81,27/10/2024,Retail,Mumbai,795.86
3672,Women,Soccer,Tiempo Legend,7,3,7127.18,0.32,14539.45,16/08/2024,Online,Delhi,2651.63
3675,Men,Running,Pegasus Turbo,9,2,5966.81,0,11933.61,13/11/2024,Online,Delhi,3969.03
3678,Women,Lifestyle,Waffle One,10,3,5966.81,0,17900.42,14/08/2024,Online,Kolkata,1488.91
3680,Men,Training,Flex Trainer,11,3,8835.41,0.92,2120.5,27/01/2025,Retail,Delhi,-746.28
3683,Women,Soccer,Premier III,9,2,5966.81,0,11933.61,15/05/2024,Retail,Kolkata,-4.26
3688,Kids,Running,React Infinity,9,1,5048.98,0,5048.98,17/04/2025,Retail,Kolkata,1214.86
2028,Kids,Soccer,Phantom GT,7,2,5966.81,0.97,358.01,15/05/2025,Retail,Pune,2305.1
3691,Men,Soccer,Premier III,11,4,5966.81,0.51,11694.94,28/03/2025,Online,Bengaluru,2305.88
3698,Women,Basketball,Zoom Freak,9,0,7268.55,0.34,0,18/02/2025,Retail,Delhi,219.99
3706,Men,Running,Pegasus Turbo,7,1,9437.73,0,9437.73,03/09/2025,Retail,Hyderabad,3271.38
3707,Kids,Lifestyle,Waffle One,9,4,9532.8,0,38131.2,02/01/2025,Online,Mumbai,732.26
3711,Kids,Basketball,Zoom Freak,11,2,5966.81,0.53,5608.8,28/12/2023,Online,Delhi,1077.08
3714,Kids,Soccer,Tiempo Legend,9,2,3568.35,0,7136.7,21/02/2025,Retail,Mumbai,2363.52
3715,Men,Lifestyle,Air Force 1,9,4,5966.81,0,23867.23,23/06/2025,Online,Bengaluru,2774.43
3719,Men,Running,Free RN,11,2,5943.38,0.23,9152.81,21/06/2025,Online,Bengaluru,3260.51
3722,Kids,Training,ZoomX Invincible,7,1,9335,0.22,7281.3,21/11/2023,Retail,Mumbai,1787.45
3724,Kids,Basketball,LeBron 20,11,2,5966.81,0,11933.61,22/01/2025,Online,Bengaluru,-866.33
2016,Women,Training,Metcon 7,11,2,5966.81,0,11933.61,15/03/2024,Retail,Delhi,-263.86
3738,Men,Soccer,Premier III,11,1,6968.08,0.02,6828.72,30/03/2025,Online,Delhi,-673.94
3740,Men,Basketball,Zoom Freak,11,0,5966.81,0,0,21/09/2023,Retail,Pune,2909.82
3741,Kids,Lifestyle,Air Force 1,9,2,8927.22,0.2,14283.55,13/07/2025,Retail,Kolkata,821.32
3747,Men,Lifestyle,Air Force 1,11,4,5776.58,0,23106.32,06/08/2025,Retail,Hyderabad,616.71
3753,Kids,Training,ZoomX Invincible,11,2,9315.06,1,0,30/03/2025,Online,Hyderabad,-757.47
3754,Kids,Running,Free RN,9,3,4288.27,0,12864.81,29/09/2024,Online,Bengaluru,828.22
3755,Women,Soccer,Phantom GT,8,4,2342.16,0.25,7026.48,20/04/2025,Retail,Mumbai,1007
3758,Kids,Running,Pegasus Turbo,7,3,4306.67,0,12920.01,05/10/2025,Retail,Delhi,-233.45
3759,Women,Basketball,LeBron 20,12,0,9605.6,0.81,0,02/03/2025,Online,Hyderabad,1611.59
3761,Women,Basketball,Zoom Freak,9,4,2972.38,0.14,10224.99,18/11/2024,Online,Hyderabad,2569.74
3762,Men,Lifestyle,Air Force 1,9,1,2725.1,0,2725.1,07/06/2025,Retail,Mumbai,-997.11
3763,Kids,Basketball,LeBron 20,11,0,5966.81,0,0,03/04/2025,Retail,Hyderabad,3671.32
3764,Men,Lifestyle,Blazer Mid,10,2,3953.6,0,7907.2,22/02/2024,Online,Kolkata,528.86
3765,Kids,Running,Pegasus Turbo,7,3,5966.81,0.44,10024.24,09/02/2024,Online,Hyderabad,3376.32
3767,Kids,Training,Flex Trainer,11,1,5966.81,0.2,4773.45,05/08/2025,Retail,Mumbai,-102.84
3770,Women,Running,Free RN,7,4,5966.81,0.36,15275.03,02/03/2024,Retail,Mumbai,3784.67
3772,Women,Soccer,Mercurial Superfly,11,3,8140.47,0,24421.41,23/11/2024,Retail,Pune,3115.97
3775,Women,Running,Pegasus Turbo,11,0,5966.81,0.12,0,07/02/2024,Online,Delhi,2865.11
3782,Kids,Training,ZoomX Invincible,11,0,5966.81,0.99,0,22/02/2025,Online,Mumbai,804.02
3784,Kids,Training,SuperRep Go,10,0,5966.81,0,0,07/07/2025,Retail,Pune,2743.21
3789,Women,Lifestyle,Air Force 1,11,2,2738.79,0,5477.58,08/11/2024,Retail,Hyderabad,863.29
3790,Men,Basketball,Air Jordan,11,2,5966.81,0,11933.61,13/07/2025,Retail,Mumbai,-70.36
3794,Men,Training,Flex Trainer,11,3,9360.87,0,28082.61,18/04/2025,Online,Pune,125.97
3795,Men,Soccer,Phantom GT,7,4,5966.81,1,0,20/09/2024,Retail,Hyderabad,2418.53
3796,Women,Basketball,Zoom Freak,11,4,6165.64,0.16,20716.55,22/12/2024,Online,Delhi,2081.43
3803,Men,Basketball,Zoom Freak,11,3,5966.81,1,0,26/04/2025,Online,Mumbai,-659.53
3805,Women,Lifestyle,Dunk Low,7,0,5966.81,0.75,0,08/11/2024,Retail,Bengaluru,2727.66
3807,Kids,Lifestyle,Dunk Low,11,3,5966.81,0,17900.42,05/11/2025,Retail,Hyderabad,-1172.36
3811,Women,Running,React Infinity,11,0,5706.6,0,0,28/09/2024,Online,Bengaluru,1397.86
3812,Kids,Training,ZoomX Invincible,9,0,9321.19,0,0,11/01/2024,Online,Kolkata,818.49
3813,Men,Lifestyle,Waffle One,7,3,5966.81,0,17900.42,05/09/2025,Online,Mumbai,-921.98
3815,Women,Training,Flex Trainer,9,3,5966.81,0,17900.42,16/04/2025,Online,Kolkata,1224.44
3819,Kids,Basketball,Zoom Freak,7,3,7171.03,0,21513.09,27/05/2025,Retail,Kolkata,2723
3830,Kids,Soccer,Phantom GT,9,2,3664.1,0,7328.2,09/04/2024,Retail,Hyderabad,3188.23
3831,Men,Running,Air Zoom,9,0,3231.05,0,0,26/04/2025,Online,Bengaluru,504.5
2028,Women,Running,Pegasus Turbo,8,0,5966.81,1,0,20/02/2025,Online,Delhi,-417.11
3840,Men,Soccer,Phantom GT,7,0,5966.81,0,0,20/03/2025,Retail,Pune,-313.26
3844,Women,Training,Metcon 7,7,1,5966.81,0.32,4057.43,29/08/2024,Online,Mumbai,1073.8
3850,Women,Training,SuperRep Go,11,1,5966.81,0,5966.81,16/06/2025,Retail,Delhi,142.55
3852,Men,Lifestyle,Air Force 1,11,1,7834.8,0,7834.8,17/10/2024,Online,Kolkata,2786.52
3858,Kids,Lifestyle,Waffle One,9,2,5966.81,0.87,1551.37,09/07/2024,Online,Bengaluru,-485.83
3859,Kids,Lifestyle,Blazer Mid,7,3,5966.81,0,17900.42,20/11/2024,Retail,Mumbai,2907.33
3860,Men,Basketball,LeBron 20,7,3,5966.81,0,17900.42,04/04/2025,Online,Mumbai,3441.46
3862,Kids,Lifestyle,Dunk Low,9,1,5966.81,0.61,2327.05,17/11/2023,Online,Delhi,3454.42
3866,Women,Basketball,LeBron 20,11,3,5966.81,0.64,6444.15,14/02/2025,Retail,Kolkata,2985.34
3868,Women,Running,Free RN,11,0,3554.76,0.51,0,27/04/2025,Online,Bengaluru,-593.5
3871,Women,Training,SuperRep Go,11,3,5966.81,0,17900.42,17/09/2024,Retail,Delhi,1773.99
3874,Women,Basketball,LeBron 20,11,4,3305.6,0.7,3966.72,27/08/2024,Online,Kolkata,1605.13
3880,Kids,Soccer,Premier III,11,0,5966.81,1,0,25/02/2025,Online,Mumbai,-185.41
3885,Men,Training,Metcon 7,11,2,5966.81,0,11933.61,11/10/2024,Online,Bengaluru,-512.97
3887,Women,Basketball,Zoom Freak,10,4,5966.81,0,23867.23,06/07/2025,Online,Mumbai,3824.51
3891,Men,Training,ZoomX Invincible,9,0,9453.17,0,0,13/02/2025,Retail,Bengaluru,3832.99
3898,Men,Basketball,LeBron 20,9,1,5966.81,0.07,5549.13,27/02/2025,Retail,Hyderabad,1353.92
3900,Men,Basketball,Zoom Freak,7,3,9599.44,0,28798.32,11/01/2024,Retail,Delhi,-553.3
3904,Kids,Soccer,Phantom GT,9,2,7775.87,0,15551.74,28/05/2025,Retail,Bengaluru,1143.11
3906,Men,Lifestyle,Dunk Low,11,4,7588.77,0.14,26105.37,09/04/2024,Online,Hyderabad,3435.73
3908,Women,Running,Free RN,11,0,3253.63,0,0,18/03/2025,Retail,Kolkata,389.71
3911,Men,Soccer,Premier III,7,1,5598.98,0,5598.98,05/07/2025,Retail,Mumbai,3070.67
3913,Kids,Training,ZoomX Invincible,11,1,5255.09,0,5255.09,06/12/2024,Retail,Delhi,2941.84
3914,Kids,Soccer,Tiempo Legend,11,2,5966.81,0,11933.61,29/10/2024,Retail,Delhi,1253.02
3915,Men,Running,Free RN,7,2,7962.36,0,15924.72,03/12/2025,Online,Pune,3067.47
3917,Women,Running,React Infinity,9,0,4726.33,0,0,10/02/2024,Online,Pune,3551.31
3923,Men,Basketball,LeBron 20,11,0,2187.01,0,0,21/01/2025,Online,Kolkata,-197.46
3925,Kids,Basketball,LeBron 20,7,2,5966.81,0.23,9188.88,19/04/2025,Retail,Hyderabad,36.04
3926,Men,Lifestyle,Dunk Low,11,2,4791.86,0,9583.72,11/08/2024,Online,Mumbai,2972.86
3929,Kids,Running,Free RN,11,1,4199.97,0.9,420,14/05/2025,Retail,Mumbai,-861.44
3932,Kids,Training,SuperRep Go,9,4,4520.97,0.54,8318.58,06/10/2025,Retail,Bengaluru,1289.36
3933,Men,Training,SuperRep Go,11,4,5966.81,0,23867.23,25/01/2025,Online,Pune,1348.54
3936,Kids,Lifestyle,Blazer Mid,7,3,3544.33,0,10632.99,28/07/2023,Retail,Pune,1983.5
3942,Men,Lifestyle,Blazer Mid,7,1,3283.25,0,3283.25,27/04/2024,Online,Delhi,-938.81
3947,Men,Training,SuperRep Go,11,2,5966.81,0,11933.61,29/07/2024,Retail,Kolkata,3354.76
2042,Kids,Soccer,Tiempo Legend,9,4,8290.97,0,33163.88,30/12/2024,Online,Delhi,-84.8
3955,Kids,Training,SuperRep Go,11,3,5966.81,0,17900.42,16/01/2025,Retail,Pune,1798.76
3956,Women,Lifestyle,Air Force 1,11,2,5966.81,0,11933.61,03/06/2025,Online,Hyderabad,2842.28
3958,Women,Lifestyle,Dunk Low,11,4,8614.93,0,34459.72,23/03/2024,Retail,Kolkata,-312.44
3959,Kids,Lifestyle,Dunk Low,7,4,6091.98,0,24367.92,01/12/2025,Retail,Mumbai,2494.96
3970,Men,Soccer,Phantom GT,9,0,9990.8,0,0,29/06/2025,Retail,Kolkata,3351.31
3972,Men,Running,Pegasus Turbo,11,1,5966.81,0,5966.81,20/12/2024,Retail,Bengaluru,1990.32
3974,Men,Lifestyle,Dunk Low,9,4,5966.81,0,23867.23,22/03/2024,Retail,Delhi,97.6
3975,Women,Soccer,Tiempo Legend,7,3,5966.81,0,17900.42,22/03/2025,Retail,Mumbai,1293.38
3976,Men,Training,SuperRep Go,9,4,7534.51,1,0,12/12/2024,Retail,Delhi,778.13
3977,Men,Soccer,Mercurial Superfly,9,0,7483.74,0.21,0,05/11/2025,Online,Delhi,2545.49
3978,Women,Training,Flex Trainer,11,2,9847.52,0,19695.04,09/11/2024,Retail,Delhi,754.75
3979,Men,Training,ZoomX Invincible,7,3,5966.81,0.5,8950.21,06/11/2025,Online,Pune,896.9
2048,Kids,Basketball,Air Jordan,11,2,8918.66,1,0,14/02/2024,Retail,Delhi,1889.03
3986,Kids,Running,Air Zoom,9,1,5966.81,0,5966.81,11/10/2024,Retail,Mumbai,681.84
3987,Kids,Basketball,Zoom Freak,9,2,5966.81,0,11933.61,18/08/2024,Retail,Hyderabad,3908.61
3988,Kids,Lifestyle,Blazer Mid,7,4,7945.46,0.67,10488.01,10/10/2024,Online,Pune,3698.62
3991,Men,Training,ZoomX Invincible,11,0,5966.81,0.1,0,19/07/2025,Online,Bengaluru,97.51
3994,Kids,Basketball,Air Jordan,11,4,5966.81,0,23867.23,04/12/2025,Retail,Bengaluru,-97.39
3997,Women,Lifestyle,Waffle One,7,4,5966.81,0,23867.23,24/01/2024,Retail,Hyderabad,-484.62
4007,Kids,Soccer,Premier III,11,0,5966.81,0,0,01/10/2025,Retail,Pune,1746.06
4008,Men,Basketball,LeBron 20,9,3,7737.27,0.07,21586.98,15/12/2023,Retail,Hyderabad,180.31
4011,Women,Running,Air Zoom,7,4,4909.56,0,19638.24,07/04/2025,Retail,Bengaluru,2934.53
4013,Women,Basketball,LeBron 20,10,2,3794.99,0,7589.98,07/04/2025,Online,Hyderabad,1398.9
4015,Men,Lifestyle,Air Force 1,9,4,5505.76,0,22023.04,07/05/2025,Online,Bengaluru,1194.93
4023,Women,Running,Free RN,11,0,2376.12,0.76,0,28/11/2024,Online,Hyderabad,1267.41
4024,Men,Training,Metcon 7,7,0,5966.81,0,0,29/08/2024,Retail,Bengaluru,-738.85
4026,Men,Basketball,Zoom Freak,11,0,3731.78,1,0,17/02/2025,Online,Hyderabad,-885.09
4028,Women,Running,Pegasus Turbo,9,3,5966.81,1,0,01/12/2025,Retail,Delhi,2568.4
2020,Men,Running,Air Zoom,12,2,5614.96,0,11229.92,03/05/2025,Online,Kolkata,671.98
4041,Men,Running,Pegasus Turbo,11,2,5966.81,0,11933.61,09/09/2024,Online,Mumbai,3221.72
4043,Kids,Running,Air Zoom,11,4,5235.22,0.51,10261.03,28/05/2025,Online,Hyderabad,3321.49
4044,Women,Training,Flex Trainer,11,0,6687.28,0,0,08/07/2024,Online,Pune,2636.12
4053,Women,Soccer,Phantom GT,6,2,5966.81,0,11933.61,03/02/2025,Retail,Pune,21.13
4059,Kids,Basketball,Air Jordan,9,1,9700.41,1,0,02/03/2025,Retail,Delhi,1000.57
4062,Men,Basketball,Zoom Freak,7,0,5966.81,0.48,0,17/05/2025,Online,Mumbai,505.51
4064,Men,Basketball,Air Jordan,9,4,5966.81,0.38,14797.68,24/09/2024,Retail,Hyderabad,587.63
4066,Kids,Running,React Infinity,9,4,6599.26,0.85,3959.56,29/06/2025,Retail,Bengaluru,3344.47
4067,Men,Soccer,Mercurial Superfly,7,4,7408.31,0,29633.24,17/05/2025,Online,Bengaluru,1974.4
4073,Kids,Training,Flex Trainer,7,2,5732.59,0,11465.18,30/11/2024,Online,Kolkata,3353.3
4085,Men,Lifestyle,Dunk Low,9,4,5966.81,1,0,21/01/2025,Online,Bengaluru,1897.69
4086,Women,Running,Air Zoom,11,3,4537.02,0,13611.06,04/03/2025,Online,Pune,-195
4088,Men,Training,Flex Trainer,7,2,5649.73,0.41,6666.68,16/03/2025,Retail,Mumbai,1548.1
4098,Men,Lifestyle,Waffle One,9,0,5966.81,0,0,09/11/2024,Retail,Bengaluru,2371.45
4104,Kids,Basketball,Zoom Freak,11,2,5966.81,0,11933.61,16/07/2025,Online,Bengaluru,3999.21
4107,Kids,Running,React Infinity,9,2,5966.81,0,11933.61,27/04/2025,Retail,Hyderabad,779.19
4108,Kids,Running,Pegasus Turbo,9,2,2767.55,0.19,4483.43,25/11/2023,Online,Kolkata,1059.07
4110,Men,Training,Metcon 7,7,2,5966.81,0.41,7040.83,26/08/2024,Retail,Hyderabad,3387.91
4113,Kids,Basketball,Zoom Freak,9,2,6435.66,1,0,05/12/2025,Online,Bengaluru,3372.49
4114,Kids,Training,Metcon 7,11,4,4307.83,0,17231.32,13/07/2025,Retail,Bengaluru,-233.59
4118,Kids,Basketball,LeBron 20,11,4,5355.64,0,21422.56,21/05/2025,Retail,Mumbai,-538.94
4121,Kids,Training,ZoomX Invincible,6,0,2763.46,1,0,11/07/2024,Retail,Bengaluru,-399.33
4122,Kids,Lifestyle,Dunk Low,11,1,5966.81,0,5966.81,18/06/2025,Retail,Mumbai,-261.43
4124,Kids,Basketball,LeBron 20,7,1,5966.81,0,5966.81,16/10/2023,Online,Delhi,477.62
4133,Men,Basketball,Air Jordan,9,3,4105.06,0,12315.18,11/09/2024,Online,Mumbai,1015.38
4135,Men,Training,SuperRep Go,11,2,3860.5,0,7721,14/10/2024,Retail,Delhi,1756.3
4139,Women,Training,Flex Trainer,11,0,6465.53,0,0,31/12/2024,Online,Kolkata,-279.09
4147,Men,Basketball,Zoom Freak,9,1,7659.09,0,7659.09,26/11/2024,Online,Delhi,106.35
4148,Kids,Soccer,Phantom GT,7,3,5943.25,0,17829.75,18/07/2025,Retail,Pune,-900.4
4149,Women,Training,SuperRep Go,10,4,5716.52,0,22866.08,14/09/2024,Retail,Pune,274.76
4152,Men,Basketball,Kyrie Flytrap,11,1,5966.81,0,5966.81,08/07/2024,Online,Mumbai,1011.99
4153,Women,Running,Pegasus Turbo,11,2,5966.81,0,11933.61,13/02/2025,Retail,Kolkata,2255.74
4157,Men,Basketball,Zoom Freak,11,3,5966.81,0,17900.42,07/09/2025,Retail,Delhi,-699.76
4164,Men,Soccer,Tiempo Legend,11,0,2196.67,0,0,21/07/2025,Online,Bengaluru,-1088.9
4165,Women,Training,SuperRep Go,11,1,5966.81,0.26,4415.44,20/11/2024,Online,Bengaluru,2194.38
4166,Women,Soccer,Phantom GT,8,0,5966.81,0,0,03/05/2025,Online,Delhi,-512.77
4168,Kids,Running,Free RN,10,4,5966.81,0,23867.23,06/09/2024,Retail,Mumbai,3282.84
4172,Women,Soccer,Mercurial Superfly,9,1,5966.81,0,5966.81,21/01/2025,Retail,Bengaluru,155.61
4176,Women,Training,ZoomX Invincible,7,1,5966.81,0,5966.81,09/02/2023,Retail,Hyderabad,2254.67
4181,Women,Running,Free RN,7,3,5966.81,0,17900.42,04/05/2025,Retail,Delhi,-564.63
4182,Men,Lifestyle,Dunk Low,11,1,9335.57,0,9335.57,12/02/2024,Retail,Mumbai,1135.38
4183,Men,Lifestyle,Air Force 1,11,2,8647.63,0,17295.26,23/03/2025,Retail,Pune,-443.83
4185,Women,Training,ZoomX Invincible,6,3,5966.81,0,17900.42,02/01/2025,Online,Hyderabad,2562.05
2050,Kids,Soccer,Tiempo Legend,11,0,5966.81,0,0,30/09/2023,Online,Pune,1182.9
4193,Kids,Basketball,Kyrie Flytrap,11,1,5966.81,0,5966.81,12/04/2024,Online,Mumbai,1192.66
4201,Kids,Running,React Infinity,9,3,5966.81,0,17900.42,05/09/2025,Retail,Kolkata,1412.54
4202,Men,Training,SuperRep Go,9,4,4996.25,0,19985,16/05/2025,Online,Pune,299.85
4209,Women,Running,Air Zoom,7,1,5966.81,0,5966.81,12/03/2023,Online,Kolkata,3222.58
4211,Men,Basketball,Air Jordan,9,0,5966.81,1,0,19/04/2025,Online,Hyderabad,-253.76
4212,Men,Running,React Infinity,11,3,5966.81,0.9,1790.04,29/07/2023,Online,Kolkata,3556.86
4213,Men,Lifestyle,Dunk Low,9,0,5966.81,0,0,26/05/2024,Retail,Delhi,1165.42
4215,Men,Training,Flex Trainer,11,3,7213.51,0,21640.53,13/07/2025,Online,Kolkata,960.82
4220,Kids,Lifestyle,Dunk Low,7,2,2290.64,0.84,733,31/01/2025,Retail,Delhi,608.16
4223,Kids,Soccer,Mercurial Superfly,9,1,5966.81,0.31,4117.1,02/04/2025,Retail,Bengaluru,-1152.37
4228,Kids,Training,SuperRep Go,9,3,5966.81,0,17900.42,05/12/2025,Retail,Kolkata,-448.12
4229,Kids,Running,Free RN,11,4,5966.81,0,23867.23,20/06/2025,Online,Pune,3470.61
4231,Kids,Lifestyle,Blazer Mid,11,2,6652.23,1,0,01/08/2024,Online,Pune,-780.66
4235,Kids,Basketball,Zoom Freak,11,4,3417.98,0,13671.92,18/04/2025,Online,Bengaluru,2112.47
4237,Men,Basketball,LeBron 20,9,1,5966.81,0,5966.81,15/02/2025,Online,Delhi,572.58
4238,Men,Soccer,Phantom GT,11,2,6489.35,0,12978.7,14/12/2024,Online,Hyderabad,-321.44
4245,Kids,Basketball,Zoom Freak,7,3,5966.81,0.17,14857.35,12/12/2024,Online,Delhi,2445.12
4247,Kids,Training,Flex Trainer,7,1,5966.81,0.69,1849.71,26/02/2025,Retail,Kolkata,1585.72
4249,Kids,Training,Flex Trainer,9,1,2902.95,0.6,1161.18,10/11/2024,Retail,Bengaluru,-855.08
4251,Kids,Basketball,LeBron 20,7,1,5966.81,0.59,2446.39,01/07/2024,Retail,Mumbai,354.2
4256,Women,Soccer,Tiempo Legend,11,4,5966.81,0.52,11456.27,18/12/2024,Online,Hyderabad,-782.15
4262,Women,Basketball,LeBron 20,11,0,5966.81,0,0,18/04/2025,Online,Mumbai,-975.63
4263,Men,Running,React Infinity,11,3,4641.58,0,13924.74,30/06/2025,Retail,Delhi,2049.32
4266,Men,Lifestyle,Waffle One,11,3,5966.81,0,17900.42,07/04/2025,Online,Mumbai,-898.11
4273,Kids,Soccer,Phantom GT,7,3,3407.16,0,10221.48,20/01/2025,Retail,Mumbai,1161.05
4276,Men,Basketball,Kyrie Flytrap,11,3,5966.81,0,17900.42,02/05/2025,Retail,Bengaluru,-1109.4
4283,Men,Training,ZoomX Invincible,7,1,9649.36,0.95,482.47,26/02/2025,Retail,Bengaluru,1158.69
4285,Kids,Lifestyle,Waffle One,11,4,5966.81,0,23867.23,28/11/2024,Retail,Pune,3380.53
4292,Men,Training,ZoomX Invincible,9,2,5966.81,0.23,9188.88,24/11/2024,Online,Delhi,1328.75
4293,Women,Basketball,Kyrie Flytrap,11,0,5966.81,0,0,20/03/2025,Retail,Delhi,635.45
4295,Women,Basketball,Air Jordan,10,4,4469.12,0,17876.48,15/03/2025,Retail,Mumbai,-1033.41
4298,Men,Running,React Infinity,11,4,5966.81,0.37,15036.35,13/08/2024,Online,Mumbai,1574.59
4309,Women,Training,Metcon 7,7,0,5966.81,0.12,0,18/06/2025,Online,Pune,-9.44
4310,Kids,Basketball,Zoom Freak,11,0,9745.69,0.16,0,17/06/2025,Retail,Delhi,138.5
4311,Men,Training,SuperRep Go,9,3,5966.81,0.46,9666.23,16/08/2023,Retail,Bengaluru,2595.51
4314,Kids,Lifestyle,Blazer Mid,11,4,8823.88,0,35295.52,22/07/2025,Online,Hyderabad,573.58
4315,Women,Lifestyle,Dunk Low,7,4,4080.51,0,16322.04,03/04/2024,Retail,Pune,3322.21
2027,Men,Training,SuperRep Go,9,0,5966.81,0.08,0,14/11/2024,Retail,Kolkata,126.1
4326,Women,Lifestyle,Air Force 1,11,0,9604.84,0.31,0,06/06/2024,Retail,Delhi,-143.11
2003,Men,Lifestyle,Blazer Mid,7,3,5966.81,0.36,11456.27,16/08/2024,Retail,Delhi,1884.04
4330,Kids,Lifestyle,Air Force 1,7,1,4087.76,0,4087.76,17/07/2025,Retail,Bengaluru,-831.23
4331,Women,Training,SuperRep Go,11,2,4574.53,0.04,8783.1,01/03/2025,Retail,Kolkata,3534.47
4350,Men,Soccer,Phantom GT,7,0,5966.81,0,0,30/05/2024,Online,Delhi,2515.85
4351,Men,Soccer,Mercurial Superfly,7,0,5966.81,0,0,19/08/2024,Online,Pune,3303.1
4358,Kids,Basketball,LeBron 20,11,2,5966.81,0.43,6802.16,18/10/2024,Online,Mumbai,2538.97
4363,Kids,Basketball,Air Jordan,9,2,5966.81,0.75,2983.4,24/11/2024,Online,Delhi,-1071.83
4368,Women,Soccer,Tiempo Legend,7,3,5481.64,1,0,10/12/2024,Retail,Delhi,2234.28
4370,Women,Running,Pegasus Turbo,9,2,5046.05,0.38,6257.1,13/10/2024,Retail,Mumbai,2530.73
4371,Men,Lifestyle,Blazer Mid,7,0,2042.87,1,0,22/11/2024,Retail,Hyderabad,510.02
4374,Women,Basketball,Zoom Freak,11,3,5966.81,0,17900.42,19/11/2024,Retail,Pune,-1129.38
4378,Men,Training,Flex Trainer,11,4,2620.09,0,10480.36,29/08/2024,Online,Mumbai,263.16
4382,Kids,Soccer,Mercurial Superfly,11,2,5966.81,0,11933.61,24/11/2024,Retail,Hyderabad,3659.71
4386,Kids,Basketball,Zoom Freak,11,2,3432.35,0.34,4530.7,14/06/2025,Online,Bengaluru,2576.11
4387,Women,Lifestyle,Dunk Low,11,4,2616.9,0,10467.6,27/03/2025,Retail,Delhi,3770.94
